Journal name,ISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
Telemedicine and e-Health,1556-3669,HEALTH CARE SCIENCES & SERVICES - SCIE,6307,3.536,Q2,1.13,5.23%
Digital Health,2055-2076,HEALTH CARE SCIENCES & SERVICES - SCIE,676,3.495,Q2,0.88,100%
HEALTH SERVICES RESEARCH,1475-6773,HEALTH CARE SCIENCES & SERVICES - SCIE,9969,3.402,Q2,1.19,12.89%
HEALTH EXPECTATIONS,1369-7625,HEALTH CARE SCIENCES & SERVICES - SCIE,4873,3.377,Q2,1.13,100%
HEALTH POLICY AND PLANNING,1460-2237,HEALTH CARE SCIENCES & SERVICES - SCIE,6543,3.344,Q2,1.13,47.48%
BMC Palliative Care,1472-684X,HEALTH CARE SCIENCES & SERVICES - SCIE,2800,3.234,Q2,1.02,100%
Risk Management and Healthcare Policy,1179-1594,HEALTH CARE SCIENCES & SERVICES - SCIE,945,3.2,Q2,0.86,100%
Health and Quality of Life Outcomes,1477-7525,HEALTH CARE SCIENCES & SERVICES - SCIE,12375,3.186,Q2,1.08,99.87%
HEALTH ECONOMICS,1099-1050,HEALTH CARE SCIENCES & SERVICES - SCIE,7932,3.046,Q2,1.12,21.71%
STATISTICAL METHODS IN MEDICAL RESEARCH,1477-0334,HEALTH CARE SCIENCES & SERVICES - SCIE,6654,3.021,Q2,1.08,11.99%
MEDICAL CARE,1537-1948,HEALTH CARE SCIENCES & SERVICES - SCIE,23770,2.983,Q2,1.27,5.77%
HEALTH POLICY,1872-6054,HEALTH CARE SCIENCES & SERVICES - SCIE,9058,2.98,Q2,0.99,29.18%
JOURNAL OF PALLIATIVE MEDICINE,1557-7740,HEALTH CARE SCIENCES & SERVICES - SCIE,8370,2.947,Q2,0.96,3.02%
Perspectives on Medical Education,2212-277X,HEALTH CARE SCIENCES & SERVICES - SCIE,1193,2.947,Q2,1.03,100%
Journal of Managed Care & Specialty Pharmacy,2376-1032,HEALTH CARE SCIENCES & SERVICES - SCIE,2384,2.903,Q2,0.9,0.22%
Journal of Patient Safety,1549-8425,HEALTH CARE SCIENCES & SERVICES - SCIE,1525,2.844,Q2,0.78,15.14%
HASTINGS CENTER REPORT,1552-146X,HEALTH CARE SCIENCES & SERVICES - SCIE,2050,2.683,Q2,0.92,1.69%
Journal of Healthcare Engineering,2040-2309,HEALTH CARE SCIENCES & SERVICES - SCIE,1992,2.682,Q2,0.72,100%
Health Informatics Journal,1741-2811,HEALTH CARE SCIENCES & SERVICES - SCIE,1497,2.681,Q2,0.98,41.76%
BMC HEALTH SERVICES RESEARCH,1472-6963,HEALTH CARE SCIENCES & SERVICES - SCIE,25956,2.655,Q3,0.82,99.94%
EVALUATION & THE HEALTH PROFESSIONS,1552-3918,HEALTH CARE SCIENCES & SERVICES - SCIE,1622,2.651,Q3,0.79,2.02%
Healthcare,2227-9032,HEALTH CARE SCIENCES & SERVICES - SCIE,2175,2.645,Q3,0.79,100%
Annals of Palliative Medicine,2224-5839,HEALTH CARE SCIENCES & SERVICES - SCIE,1097,2.595,Q3,0.61,92.41%
MEDICAL DECISION MAKING,1552-681X,HEALTH CARE SCIENCES & SERVICES - SCIE,6391,2.583,Q3,0.86,19.56%
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,1502-7724,HEALTH CARE SCIENCES & SERVICES - SCIE,1842,2.581,Q3,0.92,100%
Applied Health Economics and Health Policy,1179-1896,HEALTH CARE SCIENCES & SERVICES - SCIE,1726,2.561,Q3,0.9,31.33%
Disability and Health Journal,1876-7583,HEALTH CARE SCIENCES & SERVICES - SCIE,2139,2.554,Q3,0.99,4.35%
International Journal of Evidence-Based Healthcare,1744-1609,HEALTH CARE SCIENCES & SERVICES - SCIE,1721,2.548,Q3,0.64,4.71%
EUROPEAN JOURNAL OF CANCER CARE,1365-2354,HEALTH CARE SCIENCES & SERVICES - SCIE,4547,2.52,Q3,1,10.20%
American Journal of Hospice & Palliative Medicine,1938-2715,HEALTH CARE SCIENCES & SERVICES - SCIE,3368,2.5,Q3,0.81,4.31%
Population Health Management,1942-7905,HEALTH CARE SCIENCES & SERVICES - SCIE,1333,2.459,Q3,0.91,16.47%
JOURNAL OF MEDICAL ECONOMICS,1941-837X,HEALTH CARE SCIENCES & SERVICES - SCIE,2936,2.448,Q3,0.83,30.62%
Informatics for Health & Social Care,1753-8165,HEALTH CARE SCIENCES & SERVICES - SCIE,511,2.439,Q3,0.73,4.35%
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,1365-2753,HEALTH CARE SCIENCES & SERVICES - SCIE,5408,2.431,Q3,0.72,12.42%
Therapeutics and Clinical Risk Management,1178-203X,HEALTH CARE SCIENCES & SERVICES - SCIE,4454,2.423,Q3,0.64,100%
TEACHING AND LEARNING IN MEDICINE,1532-8015,HEALTH CARE SCIENCES & SERVICES - SCIE,1914,2.414,Q3,1.12,5.24%
Chronic Illness,1745-9206,HEALTH CARE SCIENCES & SERVICES - SCIE,898,2.409,Q3,0.66,2.11%
Journal of Multidisciplinary Healthcare,1178-2390,HEALTH CARE SCIENCES & SERVICES - SCIE,1737,2.404,Q3,0.74,100%
Journal of Interprofessional Care,1469-9567,HEALTH CARE SCIENCES & SERVICES - SCIE,4227,2.338,Q3,0.69,4.48%
Current Opinion in Supportive and Palliative Care,1751-4266,HEALTH CARE SCIENCES & SERVICES - SCIE,1552,2.302,Q3,0.4,2.35%
JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,HEALTH CARE SCIENCES & SERVICES - SCIE,1586,2.265,Q3,1,0%
JOURNAL OF PALLIATIVE CARE,2369-5293,HEALTH CARE SCIENCES & SERVICES - SCIE,1241,2.25,Q3,0.59,2.22%
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,HEALTH CARE SCIENCES & SERVICES - SCIE,5296,2.229,Q3,0.6,0.24%
JOURNAL OF PUBLIC HEALTH POLICY,1745-655X,HEALTH CARE SCIENCES & SERVICES - SCIE,1228,2.222,Q3,0.72,15.32%
Expert Review of Pharmacoeconomics & Outcomes Research,1744-8379,HEALTH CARE SCIENCES & SERVICES - SCIE,2176,2.217,Q3,0.65,4.43%
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,1471-6348,HEALTH CARE SCIENCES & SERVICES - SCIE,2522,2.188,Q3,0.5,18.18%
METHODS OF INFORMATION IN MEDICINE,2511-705X,HEALTH CARE SCIENCES & SERVICES - SCIE,1601,2.176,Q4,0.58,28.26%
Gaceta Sanitaria,1578-1283,HEALTH CARE SCIENCES & SERVICES - SCIE,2417,2.139,Q4,0.62,100%
JOURNAL OF SCHOOL HEALTH,1746-1561,HEALTH CARE SCIENCES & SERVICES - SCIE,5051,2.118,Q4,0.97,7.16%
JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,1468-4373,HEALTH CARE SCIENCES & SERVICES - SCIE,614,2.088,Q4,0.68,12%
American Health and Drug Benefits,1942-2970,HEALTH CARE SCIENCES & SERVICES - SCIE,757,2.07,Q4,0.92,0%
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1464-3677,HEALTH CARE SCIENCES & SERVICES - SCIE,7191,2.038,Q4,0.71,17.16%
Australian Health Review,1449-8944,HEALTH CARE SCIENCES & SERVICES - SCIE,2253,1.99,Q4,0.7,33.33%
Families Systems & Health,1939-0602,HEALTH CARE SCIENCES & SERVICES - SCIE,1285,1.95,Q4,0.61,0%
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,1559-713X,HEALTH CARE SCIENCES & SERVICES - SCIE,2043,1.929,Q4,0.62,2.96%
AMERICAN JOURNAL OF MEDICAL QUALITY,1555-824X,HEALTH CARE SCIENCES & SERVICES - SCIE,1737,1.852,Q4,0.54,2.99%
Journal of Comparative Effectiveness Research,2042-6313,HEALTH CARE SCIENCES & SERVICES - SCIE,907,1.744,Q4,0.62,40.55%
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,1945-7243,HEALTH CARE SCIENCES & SERVICES - SCIE,975,1.73,Q4,0.55,100%
INTERNATIONAL JOURNAL OF HEALTH SERVICES,1541-4469,HEALTH CARE SCIENCES & SERVICES - SCIE,2012,1.663,Q4,0.6,10%
EASTERN MEDITERRANEAN HEALTH JOURNAL,1687-1634,HEALTH CARE SCIENCES & SERVICES - SCIE,3247,1.628,Q4,0.39,0%
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1556-3308,HEALTH CARE SCIENCES & SERVICES - SCIE,1596,1.505,Q4,0.68,5.14%
JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,0161-4754,HEALTH CARE SCIENCES & SERVICES - SCIE,3239,1.437,Q4,0.51,1.55%
MEDICAL HISTORY,2048-8343,HEALTH CARE SCIENCES & SERVICES - SCIE,854,1.419,Q4,0.71,31.25%
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,1554-558X,HEALTH CARE SCIENCES & SERVICES - SCIE,1661,1.355,Q4,0.64,4.24%
BULLETIN OF THE HISTORY OF MEDICINE,1086-3176,HEALTH CARE SCIENCES & SERVICES - SCIE,997,1.314,Q4,0.6,8.51%
Australian Journal of Primary Health,1836-7399,HEALTH CARE SCIENCES & SERVICES - SCIE,1185,1.307,Q4,0.54,15.02%
TECHNOLOGY AND HEALTH CARE,1878-7401,HEALTH CARE SCIENCES & SERVICES - SCIE,1506,1.285,Q4,0.32,0%
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1469-2147,HEALTH CARE SCIENCES & SERVICES - SCIE,907,1.284,Q4,0.54,9.09%
Geospatial Health,1970-7096,HEALTH CARE SCIENCES & SERVICES - SCIE,862,1.212,Q4,0.41,100%
Journal of the American Association of Nurse Practitioners,2327-6924,HEALTH CARE SCIENCES & SERVICES - SCIE,1043,1.165,Q4,0.62,1.33%
Journal for Healthcare Quality,1945-1474,HEALTH CARE SCIENCES & SERVICES - SCIE,769,1.095,Q4,0.42,3.21%
Quality Management in Health Care,1550-5154,HEALTH CARE SCIENCES & SERVICES - SCIE,561,0.926,Q4,0.35,1.94%
JBI Evidence Implementation,2691-3321,HEALTH CARE SCIENCES & SERVICES - SCIE,0,n/a,Q4,n/a,0%
Implementation Science,1748-5908,HEALTH POLICY & SERVICES - SSCI,14750,7.327,Q1,2.12,100%
BMJ Quality & Safety,2044-5423,HEALTH POLICY & SERVICES - SSCI,7335,7.035,Q1,2.26,38.46%
HEALTH AFFAIRS,0278-2715,HEALTH POLICY & SERVICES - SSCI,22442,6.301,Q1,2.32,10.54%
VALUE IN HEALTH,1524-4733,HEALTH POLICY & SERVICES - SSCI,12642,5.725,Q1,1.67,25.14%
International Journal of Integrated Care,1568-4156,HEALTH POLICY & SERVICES - SSCI,2034,5.12,Q1,0.87,100%
International Journal of Health Policy and Management,2322-5939,HEALTH POLICY & SERVICES - SSCI,2118,5.007,Q1,1.15,100%
PHARMACOECONOMICS,1179-2027,HEALTH POLICY & SERVICES - SSCI,6543,4.981,Q1,1.29,42.07%
MILBANK QUARTERLY,1468-0009,HEALTH POLICY & SERVICES - SSCI,4632,4.911,Q1,1.7,27.84%
JOURNAL OF RURAL HEALTH,1748-0361,HEALTH POLICY & SERVICES - SSCI,2866,4.333,Q1,1.63,6.02%
QUALITY OF LIFE RESEARCH,1573-2649,HEALTH POLICY & SERVICES - SSCI,19584,4.147,Q1,1.19,27.58%
MEDICAL CARE RESEARCH AND REVIEW,1552-6801,HEALTH POLICY & SERVICES - SSCI,2973,3.929,Q1,1.33,4.65%
JOURNAL OF HEALTH ECONOMICS,1879-1646,HEALTH POLICY & SERVICES - SSCI,9140,3.883,Q1,1.42,16.41%
Patient-Patient Centered Outcomes Research,1178-1661,HEALTH POLICY & SERVICES - SSCI,1738,3.883,Q1,1.08,40.32%
European Journal of Health Economics,1618-7601,HEALTH POLICY & SERVICES - SSCI,3178,3.689,Q1,1.24,44.14%
Digital Health,2055-2076,HEALTH POLICY & SERVICES - SSCI,676,3.495,Q1,0.88,100%
HEALTH SERVICES RESEARCH,1475-6773,HEALTH POLICY & SERVICES - SSCI,9969,3.402,Q1,1.19,12.89%
Health Systems & Reform,2328-8620,HEALTH POLICY & SERVICES - SSCI,493,3.391,Q1,1.01,36.23%
HEALTH EXPECTATIONS,1369-7625,HEALTH POLICY & SERVICES - SSCI,4873,3.377,Q1,1.13,100%
HEALTH POLICY AND PLANNING,1460-2237,HEALTH POLICY & SERVICES - SSCI,6543,3.344,Q1,1.13,47.48%
HEALTH CARE MANAGEMENT REVIEW,1550-5030,HEALTH POLICY & SERVICES - SSCI,2006,3.328,Q1,1.32,5.56%
Health Research Policy and Systems,1478-4505,HEALTH POLICY & SERVICES - SSCI,2789,3.318,Q1,1.12,100%
FUTURE OF CHILDREN,1550-1558,HEALTH POLICY & SERVICES - SSCI,2366,3.267,Q1,2.42,0%
BMC Palliative Care,1472-684X,HEALTH POLICY & SERVICES - SSCI,2800,3.234,Q2,1.02,100%
JOURNAL OF AGING AND HEALTH,1552-6887,HEALTH POLICY & SERVICES - SSCI,4467,3.213,Q2,1.06,5.21%
Risk Management and Healthcare Policy,1179-1594,HEALTH POLICY & SERVICES - SSCI,945,3.2,Q2,0.86,100%
HEALTH COMMUNICATION,1532-7027,HEALTH POLICY & SERVICES - SSCI,6101,3.198,Q2,1.36,3%
Human Resources for Health,1478-4491,HEALTH POLICY & SERVICES - SSCI,3161,3.192,Q2,1.26,100%
Health and Quality of Life Outcomes,1477-7525,HEALTH POLICY & SERVICES - SSCI,12375,3.186,Q2,1.08,99.87%
Health Information Management Journal,1833-3575,HEALTH POLICY & SERVICES - SSCI,541,3.185,Q2,0.78,4.84%
PSYCHIATRIC SERVICES,1557-9700,HEALTH POLICY & SERVICES - SSCI,13896,3.084,Q2,1.05,0.17%
PSYCHOLOGY PUBLIC POLICY AND LAW,1939-1528,HEALTH POLICY & SERVICES - SSCI,2197,3.078,Q2,1.75,1%
HEALTH ECONOMICS,1099-1050,HEALTH POLICY & SERVICES - SSCI,7932,3.046,Q2,1.12,21.71%
MEDICAL CARE,1537-1948,HEALTH POLICY & SERVICES - SSCI,23770,2.983,Q2,1.27,5.77%
HEALTH POLICY,1872-6054,HEALTH POLICY & SERVICES - SSCI,9058,2.98,Q2,0.99,29.18%
Health Care Management Science,1572-9389,HEALTH POLICY & SERVICES - SSCI,1496,2.893,Q2,1.18,8.89%
Administration and Policy in Mental Health and Mental Health Services Research,1573-3289,HEALTH POLICY & SERVICES - SSCI,4793,2.847,Q2,1.05,14.03%
Journal of Patient Safety,1549-8425,HEALTH POLICY & SERVICES - SSCI,1525,2.844,Q2,0.78,15.14%
BMC International Health and Human Rights,1472-698X,HEALTH POLICY & SERVICES - SSCI,1469,2.693,Q2,0.9,100%
EVALUATION & THE HEALTH PROFESSIONS,1552-3918,HEALTH POLICY & SERVICES - SSCI,1622,2.651,Q2,0.79,2.02%
Healthcare,2227-9032,HEALTH POLICY & SERVICES - SSCI,2175,2.645,Q2,0.79,100%
American Journal of Health Economics,2332-3507,HEALTH POLICY & SERVICES - SSCI,269,2.641,Q2,0.95,0%
MEDICAL DECISION MAKING,1552-681X,HEALTH POLICY & SERVICES - SSCI,6391,2.583,Q2,0.86,19.56%
Applied Health Economics and Health Policy,1179-1896,HEALTH POLICY & SERVICES - SSCI,1726,2.561,Q2,0.9,31.33%
Disability and Health Journal,1876-7583,HEALTH POLICY & SERVICES - SSCI,2139,2.554,Q2,0.99,4.35%
Journal of Genetic Counseling,1573-3599,HEALTH POLICY & SERVICES - SSCI,3064,2.537,Q3,0.87,8.43%
Cost Effectiveness and Resource Allocation,1478-7547,HEALTH POLICY & SERVICES - SSCI,911,2.532,Q3,0.73,100%
HEALTH CARE ANALYSIS,1573-3394,HEALTH POLICY & SERVICES - SSCI,716,2.524,Q3,0.94,57.69%
Journal of Health Services Research & Policy,1758-1060,HEALTH POLICY & SERVICES - SSCI,2448,2.492,Q3,0.87,27.43%
HEALTH PROMOTION INTERNATIONAL,1460-2245,HEALTH POLICY & SERVICES - SSCI,4787,2.483,Q3,0.87,7.52%
Health Economics Policy and Law,1744-134X,HEALTH POLICY & SERVICES - SSCI,767,2.446,Q3,1.04,26.14%
Israel Journal of Health Policy Research,2045-4015,HEALTH POLICY & SERVICES - SSCI,692,2.385,Q3,0.76,100%
Journal of Interprofessional Care,1469-9567,HEALTH POLICY & SERVICES - SSCI,4227,2.338,Q3,0.69,4.48%
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,1360-0451,HEALTH POLICY & SERVICES - SSCI,8406,2.32,Q3,0.82,5.25%
Health Economics Review,2191-1991,HEALTH POLICY & SERVICES - SSCI,822,2.306,Q3,0.74,100%
JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,HEALTH POLICY & SERVICES - SSCI,1586,2.265,Q3,1,0%
Palliative & Supportive Care,1478-9523,HEALTH POLICY & SERVICES - SSCI,2383,2.257,Q3,0.9,4.04%
JOURNAL OF PALLIATIVE CARE,2369-5293,HEALTH POLICY & SERVICES - SSCI,1241,2.25,Q3,0.59,2.22%
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,HEALTH POLICY & SERVICES - SSCI,5296,2.229,Q3,0.6,0.24%
JOURNAL OF PUBLIC HEALTH POLICY,1745-655X,HEALTH POLICY & SERVICES - SSCI,1228,2.222,Q3,0.72,15.32%
Expert Review of Pharmacoeconomics & Outcomes Research,1744-8379,HEALTH POLICY & SERVICES - SSCI,2176,2.217,Q3,0.65,4.43%
HealthCare-The Journal of Delivery Science and Innovation,2213-0772,HEALTH POLICY & SERVICES - SSCI,636,2.194,Q3,0.77,7.94%
Gaceta Sanitaria,1578-1283,HEALTH POLICY & SERVICES - SSCI,2417,2.139,Q3,0.62,100%
American Health and Drug Benefits,1942-2970,HEALTH POLICY & SERVICES - SSCI,757,2.07,Q3,0.92,0%
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1464-3677,HEALTH POLICY & SERVICES - SSCI,7191,2.038,Q3,0.71,17.16%
Australian Health Review,1449-8944,HEALTH POLICY & SERVICES - SSCI,2253,1.99,Q3,0.7,33.33%
Health Policy and Technology,2211-8837,HEALTH POLICY & SERVICES - SSCI,630,1.931,Q3,0.55,6.02%
JOURNAL OF COMMUNITY HEALTH,1573-3610,HEALTH POLICY & SERVICES - SSCI,4272,1.883,Q4,0.69,5.02%
Sahara J-Journal of Social Aspects of HIV-AIDS,1813-4424,HEALTH POLICY & SERVICES - SSCI,430,1.815,Q4,0.54,100%
Journal of Pediatric Health Care,1532-656X,HEALTH POLICY & SERVICES - SSCI,1715,1.812,Q4,0.68,1.04%
Journal of Policy and Practice in Intellectual Disabilities,1741-1130,HEALTH POLICY & SERVICES - SSCI,1097,1.806,Q4,0.58,11.57%
COMMUNITY MENTAL HEALTH JOURNAL,1573-2789,HEALTH POLICY & SERVICES - SSCI,4061,1.761,Q4,0.61,7.09%
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,1945-7243,HEALTH POLICY & SERVICES - SSCI,975,1.73,Q4,0.55,100%
International Journal of Health  Economics and Management,2199-9031,HEALTH POLICY & SERVICES - SSCI,189,1.675,Q4,0.54,10.94%
INTERNATIONAL JOURNAL OF HEALTH SERVICES,1541-4469,HEALTH POLICY & SERVICES - SSCI,2012,1.663,Q4,0.6,10%
EASTERN MEDITERRANEAN HEALTH JOURNAL,1687-1634,HEALTH POLICY & SERVICES - SSCI,3247,1.628,Q4,0.39,0%
INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,1099-1751,HEALTH POLICY & SERVICES - SSCI,1664,1.517,Q4,0.6,9.80%
JOURNAL OF HEALTHCARE MANAGEMENT,1944-7396,HEALTH POLICY & SERVICES - SSCI,878,1.507,Q4,0.42,0.92%
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1556-3308,HEALTH POLICY & SERVICES - SSCI,1596,1.505,Q4,0.68,5.14%
Journal of Health Organization and Management,1758-7247,HEALTH POLICY & SERVICES - SSCI,1328,1.457,Q4,0.53,4.37%
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,1548-6869,HEALTH POLICY & SERVICES - SSCI,3459,1.449,Q4,0.43,0%
Australian Journal of Primary Health,1836-7399,HEALTH POLICY & SERVICES - SSCI,1185,1.307,Q4,0.54,15.02%
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1469-2147,HEALTH POLICY & SERVICES - SSCI,907,1.284,Q4,0.54,9.09%
Health Sociology Review,1839-3551,HEALTH POLICY & SERVICES - SSCI,765,1.122,Q4,0.89,2.47%
Journal for Healthcare Quality,1945-1474,HEALTH POLICY & SERVICES - SSCI,769,1.095,Q4,0.42,3.21%
Quality Management in Health Care,1550-5154,HEALTH POLICY & SERVICES - SSCI,561,0.926,Q4,0.35,1.94%
Journal of Mental Health Policy and Economics,1099-176X,HEALTH POLICY & SERVICES - SSCI,560,0.889,Q4,0.29,0%
Asian Journal of WTO & International Health Law and Policy,1819-5164,HEALTH POLICY & SERVICES - SSCI,86,0.611,Q4,0.42,0%
SCIENCES SOCIALES ET SANTE,1777-5914,HEALTH POLICY & SERVICES - SSCI,171,0.189,Q4,0.11,0%
BLOOD,1528-0020,HEMATOLOGY - SCIE,200027,22.113,Q1,3.14,0.82%
Lancet Haematology,2352-3026,HEMATOLOGY - SCIE,5140,18.959,Q1,3.46,6.63%
Journal of Hematology & Oncology,1756-8722,HEMATOLOGY - SCIE,10615,17.388,Q1,2.41,100%
CIRCULATION RESEARCH,1524-4571,HEMATOLOGY - SCIE,65425,17.367,Q1,3.54,12.65%
LEUKEMIA,1476-5551,HEMATOLOGY - SCIE,34181,11.528,Q1,2.22,33.86%
Blood Cancer Journal,2044-5385,HEMATOLOGY - SCIE,4691,11.037,Q1,1.57,100%
AMERICAN JOURNAL OF HEMATOLOGY,1096-8652,HEMATOLOGY - SCIE,15239,10.047,Q1,1.58,13.98%
HAEMATOLOGICA,0390-6078,HEMATOLOGY - SCIE,23612,9.941,Q1,1.51,100%
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1524-4636,HEMATOLOGY - SCIE,38412,8.311,Q1,1.72,12.94%
BLOOD REVIEWS,1532-1681,HEMATOLOGY - SCIE,4171,8.25,Q1,1.18,10.97%
Therapeutic Advances in Hematology,2040-6215,HEMATOLOGY - SCIE,1000,7.167,Q1,0.86,79.46%
BRITISH JOURNAL OF HAEMATOLOGY,1365-2141,HEMATOLOGY - SCIE,31000,6.998,Q1,1.05,16.37%
Blood Advances,2473-9537,HEMATOLOGY - SCIE,8118,6.686,Q1,1.3,0.72%
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,1879-0461,HEMATOLOGY - SCIE,10934,6.312,Q1,0.89,9.46%
STEM CELLS,1549-4918,HEMATOLOGY - SCIE,23967,6.277,Q1,1.31,30.92%
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,1559-7016,HEMATOLOGY - SCIE,22732,6.2,Q1,1.43,14.98%
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7836,HEMATOLOGY - SCIE,29353,5.824,Q1,1.13,22.59%
BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION,1523-6536,HEMATOLOGY - SCIE,17149,5.742,Q1,1.22,80.80%
Thrombosis Journal,1477-9560,HEMATOLOGY - SCIE,1137,5.5,Q1,0.72,100%
BONE MARROW TRANSPLANTATION,1476-5365,HEMATOLOGY - SCIE,16801,5.483,Q2,1.01,8.67%
CYTOTHERAPY,1477-2566,HEMATOLOGY - SCIE,7694,5.414,Q2,0.98,11.82%
HEMATOLOGICAL ONCOLOGY,1099-1069,HEMATOLOGY - SCIE,2224,5.271,Q2,0.59,9.73%
THROMBOSIS AND HAEMOSTASIS,2567-689X,HEMATOLOGY - SCIE,19924,5.249,Q2,1.17,10.16%
Experimental Hematology & Oncology,2162-3619,HEMATOLOGY - SCIE,891,5.133,Q2,0.75,100%
JOURNAL OF LEUKOCYTE BIOLOGY,1938-3673,HEMATOLOGY - SCIE,21186,4.962,Q2,0.8,14.98%
TRANSFUSION MEDICINE REVIEWS,1532-9496,HEMATOLOGY - SCIE,1922,4.724,Q2,0.61,7.69%
HAEMOPHILIA,1365-2516,HEMATOLOGY - SCIE,7988,4.287,Q2,0.69,20.96%
SEMINARS IN THROMBOSIS AND HEMOSTASIS,1098-9064,HEMATOLOGY - SCIE,5313,4.18,Q2,0.91,3%
Current Hematologic Malignancy Reports,1558-822X,HEMATOLOGY - SCIE,1281,3.952,Q2,0.43,5.29%
THROMBOSIS RESEARCH,1879-2472,HEMATOLOGY - SCIE,16275,3.944,Q2,0.76,7.67%
PLATELETS,1369-1635,HEMATOLOGY - SCIE,4438,3.862,Q2,0.74,7.28%
SEMINARS IN HEMATOLOGY,1532-8686,HEMATOLOGY - SCIE,2608,3.851,Q2,0.87,5.88%
TRANSFUSION MEDICINE AND HEMOTHERAPY,1660-3818,HEMATOLOGY - SCIE,1625,3.747,Q2,0.54,8.61%
HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,1558-1977,HEMATOLOGY - SCIE,3117,3.722,Q2,0.74,0.85%
ANNALS OF HEMATOLOGY,1432-0584,HEMATOLOGY - SCIE,7813,3.673,Q2,0.67,17.21%
SHOCK,1540-0514,HEMATOLOGY - SCIE,9489,3.454,Q2,1.08,5.11%
Blood Transfusion,1723-2007,HEMATOLOGY - SCIE,2553,3.443,Q2,0.7,0%
CURRENT OPINION IN HEMATOLOGY,1531-7048,HEMATOLOGY - SCIE,3293,3.284,Q2,0.48,1.60%
LEUKEMIA & LYMPHOMA,1029-2403,HEMATOLOGY - SCIE,10904,3.28,Q3,0.57,7.68%
STEM CELLS AND DEVELOPMENT,1557-8534,HEMATOLOGY - SCIE,9332,3.272,Q3,0.91,6.16%
Clinical Lymphoma Myeloma & Leukemia,2152-2669,HEMATOLOGY - SCIE,3593,3.231,Q3,0.5,12.89%
PEDIATRIC BLOOD & CANCER,1545-5017,HEMATOLOGY - SCIE,16078,3.167,Q3,0.8,5.80%
TRANSFUSION,1537-2995,HEMATOLOGY - SCIE,15763,3.157,Q3,0.69,8.43%
LEUKEMIA RESEARCH,1873-5835,HEMATOLOGY - SCIE,7027,3.156,Q3,0.54,7.44%
EXPERIMENTAL HEMATOLOGY,1873-2399,HEMATOLOGY - SCIE,5972,3.084,Q3,0.74,16.67%
Hematology-American Society of Hematology Education Program,1520-4383,HEMATOLOGY - SCIE,3842,3.061,Q3,1.03,0.83%
BLOOD CELLS MOLECULES AND DISEASES,1096-0961,HEMATOLOGY - SCIE,3541,3.039,Q3,0.63,9.26%
BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,1532-1924,HEMATOLOGY - SCIE,1576,3.02,Q3,0.69,1.42%
EUROPEAN JOURNAL OF HAEMATOLOGY,1600-0609,HEMATOLOGY - SCIE,5815,2.997,Q3,0.6,18.90%
Expert Review of Hematology,1747-4094,HEMATOLOGY - SCIE,1981,2.929,Q3,0.4,3.30%
International Journal of Laboratory Hematology,1751-553X,HEMATOLOGY - SCIE,2940,2.877,Q3,0.52,7.89%
JOURNAL OF CLINICAL APHERESIS,1098-1101,HEMATOLOGY - SCIE,1556,2.821,Q3,0.55,4.20%
MICROCIRCULATION,1549-8719,HEMATOLOGY - SCIE,2997,2.628,Q3,0.59,12.56%
BLOOD PURIFICATION,1421-9735,HEMATOLOGY - SCIE,2718,2.614,Q3,0.6,13.99%
